,filename,sentence_id,text,labels,contains_ref,spellchecked_text,normalized_text
743,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,300,I visited this place six times in rainy and dry weather .,O O O O O O O O O O O O,False,I visited this place six times in rainy and dry weather .,visit place time rainy dry weather
744,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,301,"The drains are untrapped , and there is a pan , but no water supply to the the closet .",O O O O O O O O O O O O O O O O O O O O,False,"The drains are untapped , and there is a pan , but no water supply to the the closet .",drain untapped pan water supply closet
745,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,302,"The yards in other respects are clean and orderly , I never could perceive any foul smell , or did I observe any pool of stagnant water , and in this statement I am borne out by the testimony of the Surveyor and other Officers of this Vestry .",B-1 I-1 O O O O O O O O B-1 O O O O B-1 I-1 O O O O O O B-1 I-1 I-1 I-1 O O O O O O O O O O O O O O O O O O O O O O,True,"The yards in other respects are clean and orderly , I never could perceive any foul smell , or did I observe any pool of stagnant water , and in this statement I am borne out by the testimony of the Surveyor and other Officers of this Vestry .",yard respect clean orderly perceive foul smell observe pool stagnant water statement bear testimony surveyor officer vestry
746,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,303,"At the Bell public-house in Church-street , the water finds its way occasionally into the cellar .",O O O O O O O O O O O O O O O O O,False,"At the Bell public-house in Church-street , the water finds its way occasionally into the cellar .",bell public house church street water find way occasionally cellar
747,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,31,Admission was also refused at the arch 501 .,O O O O O O O O O,False,Admission was also refused at the arch 501 .,admission refuse arch
748,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,32,"I have every reason to believe that the arch 501 is either a factory for patent manure , or a warehouse for its ingredients .",O O O O O O O O O O O O O O O O O O O O O O O O O,False,"I have every reason to believe that the arch 501 is either a factory for patent manure , or a warehouse for its ingredients .",reason believe arch factory patent manure warehouse ingredient
749,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,33,"An overpowering stench was perceived in and about the Tunnel-square , on the morning of Wednesday , the 24th June .",O B-1 I-1 O O B-1 I-1 I-1 I-1 I-1 O B-1 I-1 I-1 I-1 I-1 O B-1 I-1 I-1 O,True,"An overpowering stench was perceived in and about the Tunnel-square , on the morning of Wednesday , the with June .",overpower stench perceive tunnel square morning
750,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,34,"It seemed to come from the north-east , and was referred by many to the Gas Works .",O O O O O O O O O O O O O O O O O O,False,"It seemed to come from the northeast , and was referred by many to the Gas Works .",come northeast refer gas work
751,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,35,"I therefore made it my business to visit those works repeatedly , and to spend some hours on the 10 promises ; I must premise by stating , that no means has yet been discovered of carrying on the process of gas-making without offensive odours .",O O O O O O O O O O O O O O O O O O O O O O B-1 O O O O O O O O O O O O O B-1 I-1 I-1 I-1 I-1 I-1 O B-1 I-1 O,True,"I therefore made it my business to visit those works repeatedly , and to spend some hours on the 10 promises ; I must premise by stating , that no means has yet been discovered of carrying on the process of gas-making without offensive odours .",business visit work repeatedly spend hour promise premise state means discover carry process gas making offensive odour
752,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,36,"In some respects , great improvements have taken place .",O O O O O O O O O O,False,"In some respects , great improvements have taken place .",respect great improvement take place
753,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,37,"Sulphate of iron , mixed with saw-dust , has been substituted as a purifier , instead of milk of lime , which was formerly a source of greatgrievance to the neighbouring dwellinghouses ; when it was emptied from the purifying vessels into an open pit in the yard , emitting , at the time of its discharge , aud afterwards , large quantities of hydrosulphurous gas .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Sulphate of iron , mixed with sawdust , has been substituted as a purifier , instead of milk of lime , which was formerly a source of greatgrievance to the neighbouring dwellinghouses ; when it was emptied from the purifying vessels into an open pit in the yard , emitting , at the time of its discharge , and afterwards , large quantities of hydrosulphurous gas .",sulphate iron mix sawdust substitute purifier instead milk lime source greatgrievance neighbour dwellinghouse empty purifying vessel open pit yard emit time discharge large quantity hydrosulphurous gas
754,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,38,"I caused a purifier , containing dry lime , and another , containing the sulphate of iron to be stirred up in my presence ; I perceived nothing more than the ordinary smell of gas , and that not so strongly as I expected . 1 mentioned in my first Report , that sulphate of ammonia is fabricated on the premises , and described the process .",O O O O O O O O O O O O O O O O O O O O O O O O O B-1 O O O O O B-1 I-1 I-1 I-1 O O B-1 O B-1 I-1 O B-1 O O O O O O O O O O O O O O O O O O O O O O O O,True,"I caused a purifier , containing dry lime , and another , containing the sulphate of iron to be stirred up in my presence ; I perceived nothing more than the ordinary smell of gas , and that not so strongly as I expected . 1 mentioned in my first Report , that sulphate of ammonia is fabricated on the premises , and described the process .",cause purifier contain dry lime contain sulphate iron stir presence perceive ordinary smell gas strongly expect mention report sulphate ammonia fabricate premise describe process
755,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,39,"A new branch of industry has sprung up since that Report was written , namely , the making of the muriate , or rather hydrochlorate of ammonia .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"A new branch of industry has sprung up since that Report was written , namely , the making of the urinate , or rather hydrochloride of ammonia .",new branch industry spring report write making urinate hydrochloride ammonia
756,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,4,Sickness and Mortality .,O O O O,False,Sickness and Mortality .,sickness mortality
757,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,40,"This salt is produced by causing the gas , immediately after the first process of washing and still containing much ammonia , to pass through a solution of chloride of manganese , in a closed vessel .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"This salt is produced by causing the gas , immediately after the first process of washing and still containing much ammonia , to pass through a solution of chloride of manganese , in a closed vessel .",salt produce cause gas immediately process washing contain ammonia pass solution chloride manganese closed vessel
758,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,41,"Decomposition takes place , hydrochlorate of ammonia is formed , and the oxyde of manganese precipitated .",O O O O O O O O O O O O O O O O O,False,"Decomposition takes place , hydrochloride of ammonia is formed , and the oxide of manganese precipitated .",decomposition take place hydrochloride ammonia form oxide manganese precipitate
759,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,42,"The mother liquor , containing the muriate of ammonia in solution , is then drawn off and allowed to settle .",O O O O O O O O O O O O O O O O O O O O O,False,"The mother liquor , containing the urinate of ammonia in solution , is then drawn off and allowed to settle .",mother liquor contain urinate ammonia solution draw allow settle
760,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,43,"It is afterwards brought up in large shallow troughs , lined with lead and heated by pipes , through which hot steam is continually passing , the muriate of ammonia becoming deposited as the water disappears .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"It is afterwards brought up in large shallow troughs , lined with lead and heated by pipes , through which hot steam is continually passing , the urinate of ammonia becoming deposited as the water disappears .",bring large shallow trough line lead heat pipe hot steam continually pass urinate ammonia deposit water disappear
761,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,44,The vessel containing the solution of muriate of ammonia was emptied out in my presence .,O O O O O O O O O O O O O B-1 O O,True,The vessel containing the solution of urinate of ammonia was emptied out in my presence .,vessel contain solution urinate ammonia empty presence
762,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,45,"A slight effluvium of sulphurous gases was given off , but it did not last long nor extend itself beyond the building .",O B-1 I-1 I-1 I-1 I-1 O O O O O O O O O O O O O O O O O,True,"A slight effluvium of sulphurous gases was given off , but it did not last long nor extend itself beyond the building .",slight effluvium sulphurous gas give long extend building
763,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,46,"A fault was originally committed by the Parish of Rotherhithe , in allowing a Gas Company to establish its works so near the dwellings ; but now that these works are established , I think it a part of my duty to visit them occasionally and report thereon to this Vestry .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"A fault was originally committed by the Parish of Rotherhithe , in allowing a Gas Company to establish its works so near the dwellings ; but now that these works are established , I think it a part of my duty to visit them occasionally and report thereon to this Vestry .",fault originally commit allow gas company establish work dwelling work establish think duty visit occasionally report vestry
764,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,47,"I have the pleasing assertion to make , that in no month since I have addressed reports to this Board , has the mortality been so small as in June , 1857 ; only twenty-four deaths having been registered in Rotherhithe , ten less than in the corresponding month of last year , and thirteen under the usual monthly average .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"I have the pleasing assertion to make , that in no month since I have addressed reports to this Board , has the mortality been so small as in June , 1857 ; only twenty-four deaths having been registered in Rotherhithe , ten less than in the corresponding month of last year , and thirteen under the usual monthly average .",pleasing assertion month address report board mortality small death register corresponding month year usual monthly average
765,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,48,"The parish continues quite free from epidemic disease , nor has a single death therefrom been registered during the just elapsed months .",O O O O O O O O O O O O O O O O O O O O O O O,False,"The parish continues quite free from epidemic disease , nor has a single death therefore been registered during the just elapsed months .",continue free epidemic disease single death register elapse month
766,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,49,"A few cases of mild diarrhoea have occurred , but no fatal one has been recorded . 11 Rotherhithe at this moment ( 30th June , 1857 ) , is remarkably healthy .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"A few cases of mild diarrhoea have occurred , but no fatal one has been recorded . 11 Rotherhithe at this moment ( with June , 1857 ) , is remarkably healthy .",case mild diarrhoea occur fatal record rotherhithe moment remarkably healthy
767,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,5,Forty-four deaths were registered during the month of May .,O O O O O O O O O O,False,Forty-four deaths were registered during the month of May .,death register month
768,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,50,"Daring the three months , ending June 30th , two hundred and two children were born , ninety-nine males and one hundred and three females ; and one hundred and four deaths , from all causes , were registered , fifty-nine males and forty-five females , giving a majority of ninety-eight more births than deaths .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Daring the three months , ending June with , two hundred and two children were born , ninety-nine males and one hundred and three females ; and one hundred and four deaths , from all causes , were registered , fifty-nine males and forty-five females , giving a majority of ninety-eight more births than deaths .",dare month end child bear male female death cause register male female give majority birth death
769,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,51,"Yours respectfully , July , 1857 .",O O O O O O O,False,"Yours respectfully , July , 1857 .",respectfully
770,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,52,W .,O O,False,i .,
771,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,53,MURDOCH .,O O,False,MURDOCH .,
772,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,54,NINETEENTH REPORT .,O O O,False,NINETEENTH REPORT .,report
773,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,55,"Gentlemen , Among the various blocks of houses with which the inhabited part of Rotherhithe is covered , it would be difficult to find , on an equal space of ground , a fouler collection of cesspools than those visited by the Inspector and myself in Swan-lane , Norfolkplace , York-street , York-place , and the west side of Clarencestreet , the numbers of the dwellings being given in the Agenda Paper .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Gentlemen , Among the various blocks of houses with which the inhabited part of Rotherhithe is covered , it would be difficult to find , on an equal space of ground , a fouler collection of cesspools than those visited by the Inspector and myself in Swan-lane , Norfolkplace , York-street , workplace , and the west side of Clarencestreet , the numbers of the dwellings being given in the Agenda Paper .",gentleman block house inhabited cover difficult find equal space ground fouler collection cesspool visit inspector swan street workplace number dwelling give agenda paper
774,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,56,"Almost every cesspool was full , and at Nos . 21 and 22 , York-street , the 3rards were covered with overflowing filth .",O O O O O O O O O O O O O O O O O O O O O O O O,False,"Almost every cesspool was full , and at Nos . 21 and 22 , York-street , the cards were covered with overflowing filth .",cesspool card cover overflow filth
775,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,57,I tasted the water from the butt at No . 21 ; it was strongly impregnated with the flavour of drainage .,B-1 O B-1 I-1 I-1 I-1 I-1 O O O O O B-1 O O B-1 I-1 I-1 I-1 I-1 I-1 O,True,I tasted the water from the butt at No . 21 ; it was strongly impregnated with the flavour of drainage .,taste water butt strongly impregnate flavour drainage
776,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,58,"Not a proper ashpit was to be seen at any of these places , the dust and refuse being either scattered over the yard , or thrown into a corner .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Not a proper shit was to be seen at any of these places , the dust and refuse being either scattered over the yard , or thrown into a corner .",proper shit see place dust refuse scatter yard throw corner
777,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,59,"The superficial drainage appeared to have been originally tolerably good , but at many houses it was choked up .",O O O O O O O O O O O O O O O O O O O O,False,"The superficial drainage appeared to have been originally tolerably good , but at many houses it was choked up .",superficial drainage appear originally tolerably good house choke
778,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,6,"Nine inquests were held ; two on persons who died suddenly , from disease , one on an elderly woman , 81 , who expired from the effect of accidental burning , and six on persons drowned , by committing suicide or otherwise .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Nine inquests were held ; two on persons who died suddenly , from disease , one on an elderly woman , 81 , who expired from the effect of accidental burning , and six on persons drowned , by committing suicide or otherwise .",inquest hold person die suddenly disease elderly woman expire effect accidental burning person drown commit suicide
779,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,60,"There was water supply everywhere , but the receptacles for the water were generally too small , and often unclean ; scarcely a butt had a cover , and the contents were , consequently , exposed to receive all sorts of impurities frbm the atmosphere .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"There was water supply everywhere , but the receptacles for the water were generally too small , and often unclean ; scarcely a butt had a cover , and the contents were , consequently , exposed to receive all sorts of impurities from the atmosphere .",water supply receptacle water generally small unclean scarcely butt cover content consequently expose receive sort impurity atmosphere
780,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,61,"I felt during this examination , that notwithstanding all the past exertions of this Board and its Officers , the task of improving the habitations of the poor , of introducing therein order and cleanliness , and of humanizing their habits of life , is still in its infancy ; but , as I have often said before , I consider this humanization of the habits of the people as necessary a part of education as the culture of the understanding .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"I felt during this examination , that notwithstanding all the past exertions of this Board and its Officers , the task of improving the habitation of the poor , of introducing therein order and cleanliness , and of humanizing their habits of life , is still in its infancy ; but , as I have often said before , I consider this humanization of the habits of the people as necessary a part of education as the culture of the understanding .",feel examination past exertion board officer task improve habitation poor introduce order cleanliness humanize habit life infancy say consider humanization habit people necessary education culture understanding
781,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,62,"The house , No . 352 , Rotherliithe-wall , is tenanted by a greengrocer ; it was formerly a warehouse or factory .",O O O O O O O O O O O O O O O O O O O O O O O,False,"The house , No . 352 , Rotherliithe-wall , is tenants by a greengrocer ; it was formerly a warehouse or factory .",house rotherliithe wall tenant greengrocer warehouse factory
782,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,63,"In the upper and front part of the warehouse , sleeping-rooms have been built ; the back part remains much the same as it was originally , and is used as a stable .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"In the upper and front part of the warehouse , sleeping-rooms have been built ; the back part remains much the same as it was originally , and is used as a stable .",upper warehouse sleeping room build remain originally stable
783,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,64,"The from part of the basement floor , under the sleeping-rooms , is a shop with a small , dark room partitioned off , so that the stable and the dwelling-house 12 are under one roof .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"The from part of the basement floor , under the sleeping-rooms , is a shop with a small , dark room partitioned off , so that the stable and the dwelling-house 12 are under one roof .",basement floor sleeping room shop small dark room partition stable dwelling house roof
784,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,65,"Two horses are kept in the stable , in a corner of which the dung is thrown , and with it all the refuse matter from the greenshop .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Two horses are kept in the stable , in a corner of which the dung is thrown , and with it all the refuse matter from the greenshop .",horse keep stable corner dung throw refuse matter greenshop
785,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,66,"During the hot weather , this heap exhaled a smell most offensive to the inmates of the neighbouring houses .",B-1 I-1 I-1 I-1 O B-1 I-1 O O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O,True,"During the hot weather , this heap exhaled a smell most offensive to the inmates of the neighbouring houses .",hot weather heap exhale smell offensive inmate neighbouring house
786,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,67,I entered one of them ; the stench in the sitting room was worse than that of a privy .,B-1 O O O O O O B-1 I-1 I-1 I-1 I-1 O B-1 I-1 I-1 I-1 I-1 I-1 O,True,I entered one of them ; the stench in the sitting room was worse than that of a privy .,enter stench sit room bad privy
787,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,68,"I suggested that the dungheap be immediately removed , and the place washed with chloride of lime , which was done .",O O O O O O O O O O O O O O O O O O O O O O,False,"I suggested that the dungheap be immediately removed , and the place washed with chloride of lime , which was done .",suggest dungheap immediately remove place wash chloride lime
788,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,69,"I must leave to the Vestry , to deal with this matter as they think fit ; but , if the stable be allowed at all , the dung ought to be carted away , and the place purified daily with chloride of lime or zinc .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"I must leave to the Vestry , to deal with this matter as they think fit ; but , if the stable be allowed at all , the dung ought to be carted away , and the place purified daily with chloride of lime or zinc .",leave vestry deal matter think fit stable allow dung cart away place purify daily chloride lime zinc
789,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,7,"The oldest person registered , was a male , aged 91 , two females attained each the age of 82 .",O O O O O O O O O O O O O O O O O O O O O,False,"The oldest person registered , was a male , aged 91 , two females attained each the age of 82 .",old person register male aged female attain age
790,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,70,I feel it my duty to make one remark before leaving the subject .,O O O O O O O O O O O O O O,False,I feel it my duty to make one remark before leaving the subject .,feel duty remark leave subject
791,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,71,I asked the occupier about the health of his family ; he told me at once that only those children that came to the place with him were still alive .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,I asked the occupier about the health of his family ; he told me at once that only those children that came to the place with him were still alive .,ask occupier health family tell child come place alive
792,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,72,"Every child born in this locality ( three in number ) had died in early infancy ; for the very simple reason that adults and large children could escape occasionally from such an atmosphere , while the poor infants , from the moment of their birth , inhaled the fatal exhalations of decomposing animal and vegetable matter .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Every child born in this locality ( three in number ) had died in early infancy ; for the very simple reason that adults and large children could escape occasionally from such an atmosphere , while the poor infants , from the moment of their birth , inhaled the fatal exhalation of decomposing animal and vegetable matter .",child bear locality number die early infancy simple reason adult large child escape occasionally atmosphere poor infant moment birth inhale fatal exhalation decompose animal vegetable matter
793,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,73,The mortality of young children may always be considered as one of the best indexes of the sanitary condition of any population .,O O O O O O O O O O O O O O O O O O O O O O O,False,The mortality of young children may always be considered as one of the best indexes of the sanitary condition of any population .,mortality young child consider good index sanitary condition population
794,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,74,"At the request of the Vestry Clerk , 1 examined , on the 25th of July , the three tenements — Nos . 15 , 10 , and 17 , Rotherhithe New-road , near the Railway arches .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"At the request of the Vestry Clerk , 1 examined , on the with of July , the three tenements i Nos . 15 , 10 , and 17 , Rotherhithe New-road , near the Railway arches .",request vestry clerk examine tenement new road railway arch
795,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,75,"A large cesspool has been dug in the garden of the middle house , ( No . 16 ) , to receive the drainage of all three , and covered with boards and earth .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"A large cesspool has been dug in the garden of the middle house , ( No . 16 ) , to receive the drainage of all three , and covered with boards and earth .",large cesspool dig garden receive drainage cover board earth
796,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,76,"Having become full and the contents fermenting , from the heat of the sun , the garden of No . 16 was covered with sewage , and offered to the eye a frightful mass of putrescence .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Having become full and the contents fermenting , from the heat of the sun , the garden of No . 16 was covered with sewage , and offered to the eye a frightful mass of putrescence .",content ferment heat sun garden cover sewage offer eye frightful mass putrescence
797,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,77,"The inhalation of the pestilential vapours arising from such a nuisance had , at the time of my visit , already begun its work .",O O O O B-1 I-1 O O O O O O O B-1 I-1 I-1 I-1 I-1 I-1 O O O O O O,True,"The inhalation of the pestilential vapours arising from such a nuisance had , at the time of my visit , already begun its work .",inhalation pestilential vapour arise nuisance time visit begin work
798,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,78,Three children at No . 16 had been affected with severe diarrhoea .,O O O O O O O O O O O O O,False,Three children at No . 16 had been affected with severe diarrhoea .,child affect severe diarrhoea
799,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,79,A notice was immediately served .,O O O O O O,False,A notice was immediately served .,notice immediately serve
800,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,8,"The parish continues healthy , andfreerfrom epidemicdisease than it was , perhaps , ever known before .",O O O O O O O O O O O O O O O O O,False,"The parish continues healthy , andfreerfrom epidemicdisease than it was , perhaps , ever known before .",continue healthy epidemicdisease know
801,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,80,"The stench from two street gullies in Clarence-street , has been much complained of , I beg to submit the propriety of trapping them , to the favourable consideration of the Board .",O B-1 I-1 I-1 I-1 I-1 I-1 I-1 O O O O O O O O O O O O O O O O O O O O O O O O O,True,"The stench from two street gullies in Clarence-street , has been much complained of , I beg to submit the propriety of trapping them , to the favourable consideration of the Board .",stench street gully clarence street complain beg submit propriety trap favourable consideration board
802,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,81,"The putrid smell of the Thames water has been noted in several of the public papers , and among others , in the weekly reports of the Registrar-general , and has undoubtedly , been remarked by many of the gentlemen here present . 1 must again mention that the large population of Hanover-street , have no water supply except from a tidal rcell , and unless they content themselves with stinking Thames water , must beg or steal all they.consume .",O B-1 I-1 I-1 I-1 I-1 I-1 O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-1 I-1 I-1 I-1 I-1 O O O O O O O O B-1 I-1 I-1 I-1 I-1 O O O O O O O O O O O O O B-1 O O O B-1 I-1 I-1 O O O O O O O O,True,"The putrid smell of the Thames water has been noted in several of the public papers , and among others , in the weekly reports of the Registrar-general , and has undoubtedly , been remarked by many of the gentlemen here present . 1 must again mention that the large population of Hanover-street , have no water supply except from a tidal cell , and unless they content themselves with stinking Thames water , must beg or steal all they.consume .",putrid smell thame water note public paper weekly report registrar general undoubtedly remark gentleman present mention large population water supply tidal cell content stink thame water beg steal they.consume
803,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,82,"On the ' 27th July , I examined some of the water 13 from the well , it smelt as if it had been recently dipped from a sewer .",B-1 I-1 I-1 I-1 I-1 O B-1 O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O,True,"On the ' with July , I examined some of the water 13 from the well , it smelt as if it had been recently dipped from a sewer .",examine water smell recently dip sewer
