,Unnamed: 0,text,spellchecked_text,normalized_text,contains_ref,label,token,sentence,ref_type
109,109,"    During the film screening, the collective gasp of the audience at the plot twist composed an unplanned but powerful moment of communal reaction.",During the film screening the collective gasp of the audience at the plot twist composed an unplanned but powerful moment of communal reaction,film screen collective gasp audience plot twist compose unplanned powerful moment communal reaction,True,"[{'start': 31, 'end': 66, 'text': 'the collective gasp of the audience', 'labels': ['SOUND']}]",the collective gasp of the audience,"    During the film screening, the collective gasp of the audience at the plot twist composed an unplanned but powerful moment of communal reaction.",Olfactive
110,110,"    At the carnival, the repetitive melody of the carousel infused the atmosphere with a sense of nostalgia that adults found equally enchanting.",At the carnival the repetitive melody of the carousel infused the atmosphere with a sense of nostalgia that adults found equally enchanting,carnival repetitive melody carousel infuse atmosphere sense nostalgia adult find equally enchanting,True,"[{'start': 25, 'end': 59, 'text': 'repetitive melody of the carousel ', 'labels': ['SOUND']}]",repetitive melody of the carousel ,"    At the carnival, the repetitive melody of the carousel infused the atmosphere with a sense of nostalgia that adults found equally enchanting.",Olfactive
111,111,"    Amid the garden's lush foliage, the buzz of pollinating bees offered a subtle but essential sonic layer to the visual feast of colors.",Amid the garden's lush foliage the buzz of pollinating bees offered a subtle but essential sonic layer to the visual feast of colors,garden lush foliage buzz pollinate bee offer subtle essential sonic layer visual feast color,True,"[{'start': 39, 'end': 64, 'text': ' buzz of pollinating bees', 'labels': ['SOUND']}, {'start': 96, 'end': 107, 'text': 'sonic layer', 'labels': ['SOUND']}]", buzz of pollinating bees sonic layer,"    Amid the garden's lush foliage, the buzz of pollinating bees offered a subtle but essential sonic layer to the visual feast of colors.",Olfactive
112,112,"    The fluttering leaves in the autumn breeze seemed to whisper secrets to each other, audible only to those who listened intently.",The fluttering leaves in the autumn breeze seemed to whisper secrets to each other audible only to those who listened intently,fluttering leave autumn breeze whisper secret audible listen intently,True,"[{'start': 8, 'end': 25, 'text': 'fluttering leaves', 'labels': ['SOUND']}, {'start': 57, 'end': 64, 'text': 'whisper', 'labels': ['SOUND']}, {'start': 88, 'end': 95, 'text': 'audible', 'labels': ['SOUND']}, {'start': 114, 'end': 131, 'text': 'listened intently', 'labels': ['SOUND']}]",fluttering leaves whisper audible listened intently,"    The fluttering leaves in the autumn breeze seemed to whisper secrets to each other, audible only to those who listened intently.",Olfactive
113,113,"    When the temple gong resounded at sundown, its deep timbre invited the faithful to contemplate the mysteries of existence and the impermanence of life.",When the temple gong resounded at sundown its deep timbre invited the faithful to contemplate the mysteries of existence and the impermanence of life,resound sundown deep timbre invite faithful contemplate mystery existence impermanence life,True,"[{'start': 13, 'end': 34, 'text': 'temple gong resounded', 'labels': ['SOUND']}, {'start': 51, 'end': 62, 'text': 'deep timbre', 'labels': ['SOUND']}]",temple gong resounded deep timbre,"    When the temple gong resounded at sundown, its deep timbre invited the faithful to contemplate the mysteries of existence and the impermanence of life.",Olfactive
114,114,"    The distant call to prayer from the minaret broke the evening calm, its melodious verses guiding the devout in spiritual unity.",The distant call to prayer from the minaret broke the evening calm its melodious verses guiding the devout in spiritual unity,distant prayer minaret break evening calm melodious verse guide devout spiritual unity,True,"[{'start': 24, 'end': 31, 'text': 'prayer ', 'labels': ['SOUND']}, {'start': 36, 'end': 47, 'text': 'the minaret', 'labels': ['SOUND']}, {'start': 58, 'end': 70, 'text': 'evening calm', 'labels': ['SOUND']}, {'start': 76, 'end': 92, 'text': 'melodious verses', 'labels': ['SOUND']}]",prayer  the minaret evening calm melodious verses,"    The distant call to prayer from the minaret broke the evening calm, its melodious verses guiding the devout in spiritual unity.",Olfactive
115,115,"    As the detectives entered the empty mansion, the creaking floors beneath their feet seemed to cry out in a symphony of long-kept secrets.",As the detectives entered the empty mansion the creaking floors beneath their feet seemed to cry out in a symphony of long-kept secrets,detective enter mansion creak floor foot cry symphony long keep secret,True,"[{'start': 53, 'end': 68, 'text': 'creaking floors', 'labels': ['SOUND']}, {'start': 98, 'end': 119, 'text': 'cry out in a symphony', 'labels': ['SOUND']}]",creaking floors cry out in a symphony,"    As the detectives entered the empty mansion, the creaking floors beneath their feet seemed to cry out in a symphony of long-kept secrets.",Olfactive
116,116,"    In the expansive meadow, the idyllic calls of songbirds intermingled with the wind's caress, forming a mosaic of sound as intricate as nature’s own design.",In the expansive meadow the idyllic calls of songbirds intermingled with the wind's caress forming a mosaic of sound as intricate as nature's own design,expansive meadow idyllic call songbird intermingle wind caress form mosaic sound intricate nature design,True,"[{'start': 33, 'end': 46, 'text': 'idyllic calls', 'labels': ['SOUND']}, {'start': 46, 'end': 59, 'text': ' of songbirds', 'labels': ['SOUND']}, {'start': 81, 'end': 96, 'text': "" wind's caress,"", 'labels': ['SOUND']}, {'start': 105, 'end': 122, 'text': 'a mosaic of sound', 'labels': ['SOUND']}]","idyllic calls  of songbirds  wind's caress, a mosaic of sound","    In the expansive meadow, the idyllic calls of songbirds intermingled with the wind's caress, forming a mosaic of sound as intricate as nature’s own design.",Olfactive
117,117,"    On opening night, the nervous shuffling of actors behind the curtain was almost as telling a performance as the one awaiting the audience.",On opening night the nervous shuffling of actors behind the curtain was almost as telling a performance as the one awaiting the audience,opening night nervous shuffling actor curtain tell performance await audience,True,"[{'start': 26, 'end': 53, 'text': 'nervous shuffling of actors', 'labels': ['SOUND']}]",nervous shuffling of actors,"    On opening night, the nervous shuffling of actors behind the curtain was almost as telling a performance as the one awaiting the audience.",Olfactive
118,118,"    When the cannon fired to signal the race's start, its echoing boom provided a primal underscore to the competitors' pounding hearts and quickening steps.",When the cannon fired to signal the race's start its echoing boom provided a primal underscore to the competitors pounding hearts and quickening steps,cannon fire signal race start echo boom provide primal underscore competitor pound heart quicken step,True,"[{'start': 13, 'end': 25, 'text': 'cannon fired', 'labels': ['SOUND']}, {'start': 58, 'end': 70, 'text': 'echoing boom', 'labels': ['SOUND']}]",cannon fired echoing boom,"    When the cannon fired to signal the race's start, its echoing boom provided a primal underscore to the competitors' pounding hearts and quickening steps.",Olfactive
119,119,"    On the tropical island, the harmony of crashing waves, rustling palm leaves, and distant laughter crafted an aural postcard of paradise.",On the tropical island the harmony of crashing waves rustling palm leaves and distant laughter crafted an aural postcard of paradise,tropical island harmony crash wave rustle palm leave distant laughter craft aural postcard paradise,True,"[{'start': 32, 'end': 57, 'text': 'harmony of crashing waves', 'labels': ['SOUND']}, {'start': 58, 'end': 80, 'text': ' rustling palm leaves,', 'labels': ['SOUND']}, {'start': 85, 'end': 102, 'text': 'distant laughter ', 'labels': ['SOUND']}]","harmony of crashing waves  rustling palm leaves, distant laughter ","    On the tropical island, the harmony of crashing waves, rustling palm leaves, and distant laughter crafted an aural postcard of paradise.",Olfactive
120,120,"    In the clock repair shop, the ticking of various timepieces created a polyrhythmic tapestry, a chorus where each second seemed to have its own voice.",In the clock repair shop the ticking of various timepiece created a polyrhythmic tapestry a chorus where each second seemed to have its own voice,clock repair shop ticking timepiece create polyrhythmic tapestry chorus second voice,True,"[{'start': 33, 'end': 63, 'text': ' ticking of various timepieces', 'labels': ['SOUND']}, {'start': 74, 'end': 95, 'text': 'polyrhythmic tapestry', 'labels': ['SOUND']}, {'start': 97, 'end': 105, 'text': 'a chorus', 'labels': ['SOUND']}, {'start': 147, 'end': 152, 'text': 'voice', 'labels': ['SOUND']}]", ticking of various timepieces polyrhythmic tapestry a chorus voice,"    In the clock repair shop, the ticking of various timepieces created a polyrhythmic tapestry, a chorus where each second seemed to have its own voice.",Olfactive
121,121,"    As the storm clouds approached, the rising crescendo of howling wind served as a harbinger for the tempest that was about to unfold.",As the storm clouds approached the rising crescendo of howling wind served as a harbinger for the tempest that was about to unfold,storm cloud approach rise crescendo howl wind serve harbinger tempest unfold,True,"[{'start': 40, 'end': 72, 'text': 'rising crescendo of howling wind', 'labels': ['SOUND']}]",rising crescendo of howling wind,"    As the storm clouds approached, the rising crescendo of howling wind served as a harbinger for the tempest that was about to unfold.",Olfactive
122,122,"    When the owl hooted during the midnight silence, its calls became lullabies for the nocturnal, and mysteries for the sleep-deprived.",When the owl hooted during the midnight silence its calls became lullabies for the nocturnal and mysteries for the sleep-deprived.,owl hoot midnight silence call lullaby nocturnal mystery sleep deprive,True,"[{'start': 13, 'end': 23, 'text': 'owl hooted', 'labels': ['SOUND']}, {'start': 70, 'end': 79, 'text': 'lullabies', 'labels': ['SOUND']}]",owl hooted lullabies,"    When the owl hooted during the midnight silence, its calls became lullabies for the nocturnal, and mysteries for the sleep-deprived.",Olfactive
123,123,"    Amidst the rolling hills, the occasional bleating of distant sheep felt like random notes in a peaceful countryside composition.",Amidst the rolling hills the occasional bleating of distant sheep felt like random notes in a peaceful countryside composition,roll hill occasional bleating distant sheep feel random note peaceful countryside composition,True,"[{'start': 34, 'end': 71, 'text': 'occasional bleating of distant sheep ', 'labels': ['SOUND']}, {'start': 81, 'end': 93, 'text': 'random notes', 'labels': ['SOUND']}]",occasional bleating of distant sheep  random notes,"    Amidst the rolling hills, the occasional bleating of distant sheep felt like random notes in a peaceful countryside composition.",Olfactive
124,124,"    In the bustling newsroom, the constant chatter, ringing phones, and clatter of keyboards became a sort of organized chaos, each sound a byte of breaking news.",In the bustling newsroom the constant chatter ringing phones and clatter of keyboards became a sort of organized chaos each sound a byte of breaking news,bustle newsroom constant chatter ring phone clatter keyboard sort organize chaos sound byte break news,True,"[{'start': 11, 'end': 28, 'text': 'bustling newsroom', 'labels': ['SOUND']}, {'start': 34, 'end': 50, 'text': 'constant chatter', 'labels': ['SOUND']}, {'start': 52, 'end': 66, 'text': 'ringing phones', 'labels': ['SOUND']}, {'start': 72, 'end': 92, 'text': 'clatter of keyboards', 'labels': ['SOUND']}, {'start': 132, 'end': 138, 'text': 'sound ', 'labels': ['SOUND']}]",bustling newsroom constant chatter ringing phones clatter of keyboards sound ,"    In the bustling newsroom, the constant chatter, ringing phones, and clatter of keyboards became a sort of organized chaos, each sound a byte of breaking news.",Olfactive
125,125,"    At the ballpark, the crack of the bat meeting the ball was an exhilarating symphony of wood, leather, and collective anticipation.",At the ballpark the crack of the bat meeting the ball was an exhilarating symphony of woods leather and collective anticipation,ballpark crack bat meet ball exhilarating symphony wood leather collective anticipation,True,"[{'start': 21, 'end': 41, 'text': 'the crack of the bat', 'labels': ['SOUND']}, {'start': 66, 'end': 95, 'text': 'exhilarating symphony of wood', 'labels': ['SOUND']}]",the crack of the bat exhilarating symphony of wood,"    At the ballpark, the crack of the bat meeting the ball was an exhilarating symphony of wood, leather, and collective anticipation.",Olfactive
126,126,"    During the drum circle, the pulsating rhythms became a unifying heartbeat that drew each participant into a shared sonic experience.",During the drum circle the pulsating rhythms became a unifying heartbeat that drew each participant into a shared sonic experience,drum circle pulsate rhythm unifying heartbeat draw participant share sonic experience,True,"[{'start': 15, 'end': 26, 'text': 'drum circle', 'labels': ['SOUND']}, {'start': 32, 'end': 77, 'text': 'pulsating rhythms became a unifying heartbeat', 'labels': ['SOUND']}, {'start': 111, 'end': 135, 'text': ' shared sonic experience', 'labels': ['SOUND']}]",drum circle pulsating rhythms became a unifying heartbeat  shared sonic experience,"    During the drum circle, the pulsating rhythms became a unifying heartbeat that drew each participant into a shared sonic experience.",Olfactive
127,127,"    As I meandered through the art gallery, the subtle echo of my footsteps on the marble floor added an auditory dimension to the visual tour.",As I wandered through the art gallery the subtle echo of my footsteps on the marble floor added an auditory dimension to the visual tour,wander art gallery subtle echo footstep marble floor add auditory dimension visual tour,True,"[{'start': 48, 'end': 75, 'text': 'subtle echo of my footsteps', 'labels': ['SOUND']}, {'start': 105, 'end': 123, 'text': 'auditory dimension', 'labels': ['SOUND']}]",subtle echo of my footsteps auditory dimension,"    As I meandered through the art gallery, the subtle echo of my footsteps on the marble floor added an auditory dimension to the visual tour.",Olfactive
128,128,"    When the orchestra’s percussionist struck the timpani, its resonating boom felt like a musical exclamation mark, accentuating the symphony’s emotional climax.",When the orchestras percussionist struck the timpani its resonating boom felt like a musical exclamation mark accentuating the symphony emotional climax,orchestra percussionist strike timpani resonate boom feel musical exclamation mark accentuate symphony emotional climax,True,"[{'start': 13, 'end': 57, 'text': 'orchestra’s percussionist struck the timpani', 'labels': ['SOUND']}, {'start': 63, 'end': 78, 'text': 'resonating boom', 'labels': ['SOUND']}, {'start': 91, 'end': 98, 'text': 'musical', 'labels': ['SOUND']}, {'start': 117, 'end': 161, 'text': 'accentuating the symphony’s emotional climax', 'labels': ['SOUND']}]",orchestra’s percussionist struck the timpani resonating boom musical accentuating the symphony’s emotional climax,"    When the orchestra’s percussionist struck the timpani, its resonating boom felt like a musical exclamation mark, accentuating the symphony’s emotional climax.",Olfactive
129,129,"    In the bustling subway station, the roar of incoming trains vied for auditory dominance with human chatter and electronic jingles from vendor stalls.",In the bustling subway station the roar of incoming trains vied for auditory dominance with human chatter and electronic jingles from vendor stalls,bustling subway station roar incoming train vie auditory dominance human chatter electronic jingle vendor stall,True,"[{'start': 10, 'end': 34, 'text': ' bustling subway station', 'labels': ['SOUND']}, {'start': 36, 'end': 63, 'text': 'the roar of incoming trains', 'labels': ['SOUND']}, {'start': 73, 'end': 91, 'text': 'auditory dominance', 'labels': ['SOUND']}, {'start': 97, 'end': 110, 'text': 'human chatter', 'labels': ['SOUND']}, {'start': 115, 'end': 133, 'text': 'electronic jingles', 'labels': ['SOUND']}]", bustling subway station the roar of incoming trains auditory dominance human chatter electronic jingles,"    In the bustling subway station, the roar of incoming trains vied for auditory dominance with human chatter and electronic jingles from vendor stalls.",Olfactive
130,130,"    The first chords strummed on the electric guitar erupted into the air, like the opening shots in a revolution of sound and sentiment.",The first chords strummed on the electric guitar erupted into the air like the opening shots in a revolution of sound and sentiment,chord strum electric erupt air opening shot revolution sound sentiment,True,"[{'start': 4, 'end': 52, 'text': 'The first chords strummed on the electric guitar', 'labels': ['SOUND']}, {'start': 117, 'end': 123, 'text': 'sound ', 'labels': ['SOUND']}]",The first chords strummed on the electric guitar sound ,"    The first chords strummed on the electric guitar erupted into the air, like the opening shots in a revolution of sound and sentiment.",Olfactive
131,131,"    In the maternity ward, the lullabies sung by new mothers melded into a choir of love and hope, each melody a unique maternal anthem.",In the maternity ward the lullabies sung by new mothers melded into a choir of love and hope each melody a unique maternal anthem,maternity ward lullaby sing new mother meld choir love hope melody unique maternal anthem,True,"[{'start': 27, 'end': 60, 'text': 'the lullabies sung by new mothers', 'labels': ['SOUND']}, {'start': 73, 'end': 80, 'text': 'a choir', 'labels': ['SOUND']}, {'start': 104, 'end': 111, 'text': 'melody ', 'labels': ['SOUND']}]",the lullabies sung by new mothers a choir melody ,"    In the maternity ward, the lullabies sung by new mothers melded into a choir of love and hope, each melody a unique maternal anthem.",Olfactive
132,132,"    When the fighter jet soared above, its sonic boom fractured the quietude of the countryside, leaving an aural aftershock that lingered long after its departure.",When the fighter jet soared above its sonic boom fractured the quietude of the countryside leaving an aural aftershock that lingered long after its departure,fighter jet soar sonic boom fracture quietude countryside leave aural aftershock linger long departure,True,"[{'start': 38, 'end': 53, 'text': ' its sonic boom', 'labels': ['SOUND']}, {'start': 108, 'end': 124, 'text': 'aural aftershock', 'labels': ['SOUND']}, {'start': 130, 'end': 138, 'text': 'lingered', 'labels': ['SOUND']}]", its sonic boom aural aftershock lingered,"    When the fighter jet soared above, its sonic boom fractured the quietude of the countryside, leaving an aural aftershock that lingered long after its departure.",Olfactive
133,133,"    Amid the labyrinthine corridors of the office complex, the distant ding of an elevator offered occasional breaks in the monotonous hum of air conditioning and fluorescent lighting.",Amid the labyrinthine corridors of the office complex the distant ding of an elevator offered occasional breaks in the monotonous hum of air conditioning and fluorescent lighting,labyrinthine corridor office complex distant ding elevator offer occasional break monotonous hum air conditioning fluorescent lighting,True,"[{'start': 59, 'end': 91, 'text': 'the distant ding of an elevator ', 'labels': ['SOUND']}, {'start': 120, 'end': 158, 'text': 'the monotonous hum of air conditioning', 'labels': ['SOUND']}]",the distant ding of an elevator  the monotonous hum of air conditioning,"    Amid the labyrinthine corridors of the office complex, the distant ding of an elevator offered occasional breaks in the monotonous hum of air conditioning and fluorescent lighting.",Olfactive
134,134,"    As the symphony reached its final crescendo, the conductor’s baton seemed to summon sound from another realm, breathtaking in its complexity and emotional range.",As the symphony reached its final crescendo the conductors baton seemed to summon sound from another realm breathtaking in its complexity and emotional range,symphony reach final crescendo conductor baton summon sound realm breathtaking complexity emotional range,True,"[{'start': 11, 'end': 20, 'text': 'symphony ', 'labels': ['SOUND']}, {'start': 28, 'end': 48, 'text': 'its final crescendo,', 'labels': ['SOUND']}, {'start': 49, 'end': 70, 'text': 'the conductor’s baton', 'labels': ['SOUND']}, {'start': 88, 'end': 93, 'text': 'sound', 'labels': ['SOUND']}]","symphony  its final crescendo, the conductor’s baton sound","    As the symphony reached its final crescendo, the conductor’s baton seemed to summon sound from another realm, breathtaking in its complexity and emotional range.",Olfactive
135,135,"At the Chinese New Year parade, the clamor of gongs and firecrackers waged an audial war against malevolent spirits, according to ancient tradition.",At the Chinese New Year parade the clamor of gongs and firecrackers waged an dial war against malevolent spirits according to ancient tradition,chinese new year parade clamor gong firecracker wage dial war malevolent spirit accord ancient tradition,True,"[{'start': 32, 'end': 68, 'text': 'the clamor of gongs and firecrackers', 'labels': ['SOUND']}, {'start': 75, 'end': 88, 'text': 'an audial war', 'labels': ['SOUND']}]",the clamor of gongs and firecrackers an audial war,"At the Chinese New Year parade, the clamor of gongs and firecrackers waged an audial war against malevolent spirits, according to ancient tradition.",Olfactive
136,136,"During the celestial event, the ethereal sound of a Tibetan singing bowl accompanied the astral display, its sonic rings expanding like ripples in a cosmic pond.",During the celestial event the ethereal sound of a Tibetan singing bowl accompanied the astral display its sonic rings expanding like ripples in a cosmic pond,celestial event ethereal sound tibetan singing bowl accompany astral display sonic ring expand ripple cosmic pond,True,"[{'start': 32, 'end': 73, 'text': 'ethereal sound of a Tibetan singing bowl ', 'labels': ['SOUND']}, {'start': 109, 'end': 120, 'text': 'sonic rings', 'labels': ['SOUND']}]",ethereal sound of a Tibetan singing bowl  sonic rings,"During the celestial event, the ethereal sound of a Tibetan singing bowl accompanied the astral display, its sonic rings expanding like ripples in a cosmic pond.",Olfactive
137,137,"In the quaint café, the grinding of coffee beans joined the murmur of intimate conversations to create a rich brew of ambient sound.",In the quaint cafe the grinding of coffee beans joined the murmur of intimate conversations to create a rich brew of ambient sounds,quaint cafe grinding coffee bean join murmur intimate conversation create rich brew ambient sound,True,"[{'start': 24, 'end': 48, 'text': 'grinding of coffee beans', 'labels': ['SOUND']}, {'start': 60, 'end': 92, 'text': 'murmur of intimate conversations', 'labels': ['SOUND']}, {'start': 103, 'end': 131, 'text': 'a rich brew of ambient sound', 'labels': ['SOUND']}]",grinding of coffee beans murmur of intimate conversations a rich brew of ambient sound,"In the quaint café, the grinding of coffee beans joined the murmur of intimate conversations to create a rich brew of ambient sound.",Olfactive
138,138,"The sudden, deafening clap of thunder shattered the ominous calm, serving as a prologue to the rain's arrival and the drama it would unfold.",The sudden deafening clap of thunder shattered the ominous calm serving as a prologue to the rain's arrival and the drama it would unfold,sudden deafen clap thunder shatter ominous calm serve prologue rain arrival drama unfold,True,"[{'start': 12, 'end': 38, 'text': 'deafening clap of thunder ', 'labels': ['SOUND']}, {'start': 52, 'end': 64, 'text': 'ominous calm', 'labels': ['SOUND']}]",deafening clap of thunder  ominous calm,"The sudden, deafening clap of thunder shattered the ominous calm, serving as a prologue to the rain's arrival and the drama it would unfold.",Olfactive
139,139,"    At the Zen garden, each drop from the bamboo water feature struck a different pitch, like nature's xylophone playing a tranquil melody.",At the Zen garden each drop from the bamboo water feature struck a different pitch like nature's xylophone playing a tranquil melody,zen garden drop bamboo water feature strike different pitch xylophone play tranquil melody,True,"[{'start': 28, 'end': 55, 'text': 'drop from the bamboo water ', 'labels': ['SOUND']}, {'start': 72, 'end': 87, 'text': 'different pitch', 'labels': ['SOUND']}, {'start': 103, 'end': 112, 'text': 'xylophone', 'labels': ['SOUND']}, {'start': 123, 'end': 138, 'text': 'tranquil melody', 'labels': ['SOUND']}]",drop from the bamboo water  different pitch xylophone tranquil melody,"    At the Zen garden, each drop from the bamboo water feature struck a different pitch, like nature's xylophone playing a tranquil melody.",Olfactive
140,140,"    When the marching band paraded through the streets, the blend of brass, percussion, and woodwinds told a story far grander than any individual instrument.",When the marching band paraded through the streets the blend of brass percussion and woodwind told a story far grander than any individual instrument,marching band parade street blend brass percussion woodwind tell story far grand individual instrument,True,"[{'start': 21, 'end': 27, 'text': ' band ', 'labels': ['SOUND']}, {'start': 56, 'end': 101, 'text': 'the blend of brass, percussion, and woodwinds', 'labels': ['SOUND']}, {'start': 147, 'end': 158, 'text': 'instrument.', 'labels': ['SOUND']}]"," band  the blend of brass, percussion, and woodwinds instrument.","    When the marching band paraded through the streets, the blend of brass, percussion, and woodwinds told a story far grander than any individual instrument.",Olfactive
141,141,"    In the opera's final act, the soprano's piercing high note seemed to defy physics, elevating both the narrative and the audience to otherworldly realms.",In the opera's final act the soprano's piercing high note seemed to defy physics elevating both the narrative and the audience to otherworldly realms,opera final act soprano pierce high note defy physics elevate narrative audience otherworldly realm,True,"[{'start': 30, 'end': 62, 'text': ""the soprano's piercing high note"", 'labels': ['SOUND']}]",the soprano's piercing high note,"    In the opera's final act, the soprano's piercing high note seemed to defy physics, elevating both the narrative and the audience to otherworldly realms.",Olfactive
142,142,"    During the lecture, the professor's deliberate cadence imbued each word with gravitas, turning the amphitheater into a cathedral of intellect and auditory attentiveness.",During the lecture the professor's deliberate cadence imbued each word with gravitas turning the amphitheater into a cathedral of intellect and auditory attentiveness,lecture professor deliberate cadence imbue word gravita turn amphitheater cathedral intellect auditory attentiveness,True,"[{'start': 66, 'end': 89, 'text': 'each word with gravitas', 'labels': ['SOUND']}]",each word with gravitas,"    During the lecture, the professor's deliberate cadence imbued each word with gravitas, turning the amphitheater into a cathedral of intellect and auditory attentiveness.",Olfactive
143,143,"    On the boat, the harmony of the engine's low rumble and waves slapping the hull composed an ode to the inextricable bond between man and sea.",On the boat the harmony of the engine's low rumble and waves slapping the hull composed an ode to the inextricable bond between man and sea,boat harmony engine low rumble wave slap hull compose ode inextricable bond man sea,True,"[{'start': 17, 'end': 84, 'text': ""the harmony of the engine's low rumble and waves slapping the hull "", 'labels': ['SOUND']}]",the harmony of the engine's low rumble and waves slapping the hull ,"    On the boat, the harmony of the engine's low rumble and waves slapping the hull composed an ode to the inextricable bond between man and sea.",Olfactive
144,144,"    The fire crackled in a rhythmic dance with the night, its sporadic pops and hisses narrating an ancient tale understood by all yet articulated by none.",The fire crackled in a rhythmic dance with the night its sporadic pops and hisses narrating an ancient tale understood by all yet articulated by none,fire crackle rhythmic dance night sporadic pop hiss narrate ancient tale understand articulate,True,"[{'start': 4, 'end': 41, 'text': 'The fire crackled in a rhythmic dance', 'labels': ['SOUND']}, {'start': 62, 'end': 86, 'text': 'sporadic pops and hisses', 'labels': ['SOUND']}]",The fire crackled in a rhythmic dance sporadic pops and hisses,"    The fire crackled in a rhythmic dance with the night, its sporadic pops and hisses narrating an ancient tale understood by all yet articulated by none.",Olfactive
145,145,"    Amidst the swirling dance floor, the beat of the electronic music seemed to resonate with the pulse of the crowd, creating a feedback loop of energy.",Amidst the swirling dance floor the beat of the electronic music seemed to resonate with the pulse of the crowd creating a feedback loop of energy,swirl dance floor beat electronic music resonate pulse crowd create feedback loop energy,True,"[{'start': 37, 'end': 69, 'text': 'the beat of the electronic music', 'labels': ['SOUND']}, {'start': 80, 'end': 117, 'text': 'resonate with the pulse of the crowd,', 'labels': ['SOUND']}]","the beat of the electronic music resonate with the pulse of the crowd,","    Amidst the swirling dance floor, the beat of the electronic music seemed to resonate with the pulse of the crowd, creating a feedback loop of energy.",Olfactive
146,146,"    In the distant hills, the haunting howls of wolves stitched a complex tapestry of sound, one that spoke of primal instincts and untamed nature.",In the distant hills the haunting howls of wolves stitched a complex tapestry of sounds one that spoke of primal instincts and untamed nature,distant hill haunting howl wolf stitch complex tapestry sound speak primal instinct untamed nature,True,"[{'start': 29, 'end': 54, 'text': ' haunting howls of wolves', 'labels': ['SOUND']}, {'start': 66, 'end': 92, 'text': 'complex tapestry of sound,', 'labels': ['SOUND']}]"," haunting howls of wolves complex tapestry of sound,","    In the distant hills, the haunting howls of wolves stitched a complex tapestry of sound, one that spoke of primal instincts and untamed nature.",Olfactive
147,147,"    At the cooking class, the rhythmic chopping of vegetables and the sizzling of hot oil produced a culinary soundtrack as layered as the dishes being prepared.",At the cooking class the rhythmic chopping of vegetables and the sizzling of hot oil produced a culinary soundtrack as layered as the dishes being prepared,cooking class rhythmic chopping vegetable sizzling hot oil produce culinary soundtrack layer dish prepare,True,"[{'start': 26, 'end': 61, 'text': 'the rhythmic chopping of vegetables', 'labels': ['SOUND']}, {'start': 66, 'end': 89, 'text': 'the sizzling of hot oil', 'labels': ['SOUND']}, {'start': 101, 'end': 119, 'text': 'culinary soundtrac', 'labels': ['SOUND']}]",the rhythmic chopping of vegetables the sizzling of hot oil culinary soundtrac,"    At the cooking class, the rhythmic chopping of vegetables and the sizzling of hot oil produced a culinary soundtrack as layered as the dishes being prepared.",Olfactive
148,148,"    As the airplane descended, the atmospheric pressure changes produced an uncomfortable popping in the ears, a reminder of the body's unease with rapid altitude shifts.",As the airplane descended the atmospheric pressure changes produced an uncomfortable popping in the ears a reminder of the body's unease with rapid altitude shifts,airplane descend atmospheric pressure change produce uncomfortable popping ear reminder body unease rapid altitude shift,True,"[{'start': 75, 'end': 97, 'text': ' uncomfortable popping', 'labels': ['SOUND']}]", uncomfortable popping,"    As the airplane descended, the atmospheric pressure changes produced an uncomfortable popping in the ears, a reminder of the body's unease with rapid altitude shifts.",Olfactive
149,149,"    At the old library, the quiet was punctuated by the occasional rustling of pages and discreet coughs, small sonic emblems of a world engrossed in thought.",At the old library the quiet was punctuated by the occasional rustling of pages and discreet coughs small sonic emblems of a world engrossed in thought,old library quiet punctuate occasional rustling page discreet cough small sonic emblem world engross thought,True,"[{'start': 24, 'end': 34, 'text': 'the quiet ', 'labels': ['SOUND']}, {'start': 53, 'end': 84, 'text': 'he occasional rustling of pages', 'labels': ['SOUND']}, {'start': 89, 'end': 104, 'text': 'discreet coughs', 'labels': ['SOUND']}]",the quiet  he occasional rustling of pages discreet coughs,"    At the old library, the quiet was punctuated by the occasional rustling of pages and discreet coughs, small sonic emblems of a world engrossed in thought.",Olfactive
150,150,"    During the family dinner, the clatter of cutlery on porcelain was the percussion to a chaotic but loving symphony of conversation and shared anecdotes.",During the family dinner the clatter of cutlery on porcelain was the percussion to a chaotic but loving symphony of conversation and shared anecdotes,family dinner clatter cutlery porcelain percussion chaotic loving symphony conversation share anecdote,True,"[{'start': 30, 'end': 65, 'text': 'the clatter of cutlery on porcelain', 'labels': ['SOUND']}, {'start': 90, 'end': 133, 'text': 'chaotic but loving symphony of conversation', 'labels': ['SOUND']}]",the clatter of cutlery on porcelain chaotic but loving symphony of conversation,"    During the family dinner, the clatter of cutlery on porcelain was the percussion to a chaotic but loving symphony of conversation and shared anecdotes.",Olfactive
151,151,"    In the pitch-black cave, the dripping of water from stalactites echoed like a metronome, marking the slow passage of geological time.",In the pitch-black cave the dripping of water from stalactites echoed like a metronome marking the slow passage of geological time,pitch black cave dripping water stalactite echo metronome mark slow passage geological time,True,"[{'start': 29, 'end': 67, 'text': 'the dripping of water from stalactites', 'labels': ['SOUND']}, {'start': 81, 'end': 91, 'text': ' metronome', 'labels': ['SOUND']}, {'start': 68, 'end': 74, 'text': 'echoed', 'labels': ['SOUND']}]",the dripping of water from stalactites  metronome echoed,"    In the pitch-black cave, the dripping of water from stalactites echoed like a metronome, marking the slow passage of geological time.",Olfactive
